机构名称,机构类型,地址,电话,评分,营业时间,经度,纬度,城市,区县,POI_ID,数据来源
上海交通大学医学院附属精神卫生中心(徐汇院区),精神专科医院,宛平南路600号,021-64387250,,08:00-16:30,121.448036,31.187274,上海市,徐汇区,B001536893,试点地区搜索
上海市精神卫生中心老年期痴呆诊疗中心,精神专科医院,宛平南路600号,,,,121.449059,31.187943,上海市,徐汇区,B00155IRIS,试点地区搜索
上海市精神卫生中心(闵行院区),精神专科医院,沪闵路3210号,021-52219155;021-64387250,,24小时营业,121.404905,31.057208,上海市,闵行区,B0FFHGCMNL,试点地区搜索
上海市精神卫生中心康复中心,精神专科医院,沪闵路3210号上海市精神卫生中心(闵行院区),,,,121.404905,31.057208,上海市,闵行区,B0FFGZOWSM,试点地区搜索
上海市长宁区精神卫生中心,精神专科医院,协和路299号,021-22139500;021-22139508,,09:00-21:00,121.354446,31.213414,上海市,长宁区,B00155A65O,试点地区搜索
宝山区精神卫生中心,精神专科医院,友谊西路788号(友谊西路富长路口),021-56692069;021-66782273,,,121.412014,31.378083,上海市,宝山区,B0JKRC0G8W,试点地区搜索
同济大学附属精神卫生中心,精神专科医院,三林路165号,021-68306699,,08:30-16:00,121.494739,31.137644,上海市,浦东新区,B00155AX6R,试点地区搜索
上海市嘉定区精神卫生中心,精神专科医院,外冈镇望安路701号,021-59936398,,08:30-11:30,121.146740,31.346315,上海市,嘉定区,B00156R3XQ,试点地区搜索
上海健康医学院附属精神卫生中心,精神专科医院,军工路585号,021-61173111,,08:00-11:00 13:00-16:00,121.551750,31.289184,上海市,杨浦区,B0FFG9JNZJ,试点地区搜索
奉贤区精神卫生中心,精神专科医院,奉炮公路1180弄1号,021-57120995,,08:00-11:30 13:30-16:30,121.518521,30.844975,上海市,奉贤区,B0FFF9YNYC,试点地区搜索
上海市普陀区精神卫生中心,精神专科医院,绿杨路658弄160支弄68号,,,,121.357378,31.286130,上海市,普陀区,B0LUUCQ465,试点地区搜索
上海市虹口区精神卫生中心,精神专科医院,上海市虹口区新市北路1536号,,,,121.480743,31.306825,上海市,虹口区,B0LDD57SHB,试点地区搜索
上海市精神卫生中心浦江医院,精神专科医院,闸航路2500号,021-54840696,,08:00-16:00,121.537117,31.020844,上海市,闵行区,B0FFKBVLYQ,试点地区搜索
浦东新区南汇精神卫生中心,精神专科医院,惠南镇拱乐路2759号,021-68036130,,08:00-11:00 13:00-16:00,121.737536,31.060726,上海市,浦东新区,B001570W5I,试点地区搜索
静安区精神卫生中心(北院区),精神专科医院,平遥路80号,021-66510223,,,121.425770,31.289491,上海市,静安区,B00155C7YG,试点地区搜索
上海市松江区精神卫生中心,精神专科医院,塔汇路209号,021-57842941,,08:00-11:30,121.178608,30.968061,上海市,松江区,B0FFG4A4SS,试点地区搜索
上海市黄浦区精神卫生中心,精神专科医院,瞿溪路1162号(近打浦路),18721933133,,,121.473162,31.198426,上海市,黄浦区,B00156RPB3,试点地区搜索
金山区精神卫生中心,精神专科医院,金石南路1949号,021-57930999;021-57958771,,08:00-17:00,121.250400,30.772757,上海市,金山区,B0FFH76E0X,试点地区搜索
上海市青浦区精神卫生中心,精神专科医院,金泽镇练西公路4865号,021-59207615;021-69200120,,,120.959582,31.073114,上海市,青浦区,B0FFG0PR4W,试点地区搜索
上海市浦东新区精神卫生中心门诊,精神专科医院,三林路165号上海市浦东新区精神卫生中心内,,,07:45-11:30 13:00-16:30,121.494918,31.137147,上海市,浦东新区,B0FFGTI0M6,试点地区搜索
徐汇区精神卫生中心,精神专科医院,龙华西路249-251号,,,,121.446913,31.173163,上海市,徐汇区,B0FFH10Y8U,试点地区搜索
上海市民政第一精神卫生中心,精神专科医院,中春路9999号,021-64201320,,08:15-11:15 13:00-16:15,121.326919,31.167047,上海市,闵行区,B00150ED71,试点地区搜索
上海市崇明区精神卫生中心,精神专科医院,三沙洪路19号,021-69611363,,09:00-16:30,121.382981,31.624239,上海市,崇明区,B001503D2C,试点地区搜索
上海市静安区精神卫生中心(南院区),精神专科医院,康定路834号(昌平路地铁站3号口步行390米),021-62584019,,24小时营业,121.440881,31.231650,上海市,静安区,B00155GE3T,试点地区搜索
上海市民政第二精神卫生中心,精神专科医院,川周公路2607号,021-68139424,,,121.643399,31.152071,上海市,浦东新区,B00154KCRL,试点地区搜索
安肯心理咨询(静安旗舰店),心理咨询中心,万航渡路778号金融街静安中心B栋9楼902室,4000520088,4.6,09:00-19:00,121.430165,31.227266,上海市,静安区,B0K0BSMFAF,试点地区搜索
安肯心理咨询(浦东仁济医院店),心理咨询中心,环龙路65弄丽晟广场B座217室,4000520088,4.7,11:00-20:00,121.529531,31.205926,上海市,浦东新区,B0H26C1Z4R,试点地区搜索
安肯心理咨询(长宁旗舰店),心理咨询中心,淮海西路666号中山万博国际中心304室,4000520088,4.5,11:00-20:00,121.422442,31.196546,上海市,长宁区,B0H2PUR925,试点地区搜索
安肯心理咨询(闵行中心医院店),心理咨询中心,七莘路50号10幢107室,4000520088,4.7,09:00-19:00,121.378797,31.111108,上海市,闵行区,B0J3ZSSWDL,试点地区搜索
安肯心理咨询(嘉定旗舰店),心理咨询中心,嘉隐园路2555号成蹊大厦601,4000520088,4.5,09:00-19:00,121.305543,31.301342,上海市,嘉定区,B0K2HZLY57,试点地区搜索
上海九龙医院精神心理科,其他,中山西路333号,021-62562588,,,121.411466,31.216582,上海市,长宁区,B0L6GCGKLT,试点地区搜索
安肯心理咨询(精卫中心店),心理咨询中心,零陵路583号4层401B419-424室,4000520088,4.5,09:00-19:00,121.447655,31.188712,上海市,徐汇区,B0H3S7M5K5,试点地区搜索
安肯心理咨询(长海医院店),心理咨询中心,淞沪路98号601室(江湾体育场地铁站出入口旁),4000520088,4.5,09:00-19:00,121.514807,31.302841,上海市,杨浦区,B0J0767MN8,试点地区搜索
上海明珠医院心理咨询中心,心理咨询中心,上南路3300号,021-55898582,4.3,08:00-17:00,121.497983,31.158677,上海市,浦东新区,B0JGYS0O6J,试点地区搜索
上海医大医院·心理咨询,心理咨询中心,徐泾镇倪家角路39号医大医院5号楼8F,021-51385126,4.3,08:00-11:30 13:30-17:00,121.282342,31.154450,上海市,青浦区,B0LR95Q0U1,试点地区搜索
上海微医医院精神心理专科,其他,丰谷路318号(云锦路地铁站5号口步行370米),021-66790091,,08:00-17:30,121.455336,31.166253,上海市,徐汇区,B0KGTC7LOE,试点地区搜索
上海市精神卫生中心-心理咨询,精神专科医院,宛平南路600号,021-64387250,4.3,,121.449153,31.187731,上海市,徐汇区,B0G0DA8E3O,试点地区搜索
普陀区心理健康咨询服务中心,心理咨询中心,志丹路上海市普陀区精神卫生中心,,3.7,08:30-20:00,121.429993,31.266924,上海市,普陀区,B00155ERV3,试点地区搜索
上海六一儿童医院,其他,宝山路455号、464、466、468、470、472、474号101复式、476-480号101室,13167065776,,08:00-17:00 08:00-17:00,121.477536,31.257278,上海市,静安区,B0FFHRZMGF,试点地区搜索
上海市心理咨询培训中心(上海市精神卫生中心5北),精神专科医院,沪闵路3210号,,4.3,,121.404367,31.057195,上海市,闵行区,B00156ZP3N,试点地区搜索
上海医大医院·儿科,其他,徐泾镇倪家角路39号医大医院,021-51385130,,08:00-22:00 08:00-17:00 08:00-22:00,121.282073,31.154956,上海市,青浦区,B0LR3CCTCS,试点地区搜索
上海觉心临床心理诊所,其他,古北路678号902室,,,,121.399399,31.204814,上海市,长宁区,B0KDVURPYR,试点地区搜索
曼朗心理咨询全球医疗连锁,心理咨询中心,愚园路40晶品中心写字楼F18层,,3.6,,121.446304,31.225348,上海市,静安区,B0H17D6Y8H,试点地区搜索
上海星晨儿童青少年心理咨询中心,心理咨询中心,金光路1082弄115号3F星晨儿童医院内3楼,,3.8,,121.272492,31.210827,上海市,闵行区,B0LDXZ9PCK,试点地区搜索
上海六一儿童医院-儿童心理障碍评估确诊指导中心,其他,宝山路462号,17321327602,,,121.477206,31.257351,上海市,静安区,B0L33AA05S,试点地区搜索
上海九龙医院心理科,其他,中山西路333号,021-62562588,,,121.411466,31.216582,上海市,长宁区,B0L0PYZJX2,试点地区搜索
上海六一儿童医院-青少年心理门诊,其他,宝山路与宝通路交叉口西北40米,,,,121.477169,31.257336,上海市,静安区,B0L1VXCNU6,试点地区搜索
上海高校心理咨询协会,心理咨询中心,广粤路上海康平医院,,3.3,,121.465744,31.286757,上海市,虹口区,B0FFLF7TOM,试点地区搜索
观心实验室·心理咨询(上海)日间中心,心理咨询中心,绥德路379弄,15010951887,4.4,08:00-24:00,121.374121,31.263841,上海市,普陀区,B0K0RRNYGP,试点地区搜索
观心实验室·心理咨询(徐汇店),心理咨询中心,永嘉路570号2号楼4层,15010951887;18620717653,4.2,08:00-23:45,121.451013,31.205941,上海市,徐汇区,B0L0G543DI,试点地区搜索
壹点灵·心理咨询中心(陆家嘴店),心理咨询中心,中国(上海)自由贸易试验区浦东大道138号19楼D01室,4000067825,4.4,09:00-21:00,121.514187,31.238523,上海市,浦东新区,B0J13UNNFG,试点地区搜索
壹点灵·心理咨询中心(中山公园店),心理咨询中心,定西路1555号2105室,4000067825,4.4,24小时营业,121.421844,31.218167,上海市,长宁区,B0KB29O2NN,试点地区搜索
壹点灵·心理咨询中心(徐汇旗舰店),心理咨询中心,天钥桥路327号17层1706A1706B室名义楼层19层1906A1906B室,4000067825,4.2,24小时营业,121.443742,31.188090,上海市,徐汇区,B0L6XU0E76,试点地区搜索
壹点灵·心理咨询中心(虹口龙之梦店),心理咨询中心,西江湾路388号B栋3101-1室,4000067825,4.3,24小时营业,121.478550,31.271091,上海市,虹口区,B0KRBUW6GM,试点地区搜索
曼朗心理门诊中心(静安店),其他,愚园路40晶品中心写字楼L18层,021-67188883,4.3,09:00-18:00,121.446150,31.225110,上海市,静安区,B0H0OZWKAX,试点地区搜索
上海华大应用心理研究院,其他,中山北路3553号伸大厦22楼,021-51688988,4.4,,121.409343,31.229265,上海市,普陀区,B0FFG80T2J,试点地区搜索
潮乐心理诊所,其他,人民路879号-1号(大世界地铁站5号口步行400米),13310135891,4.0,09:00-20:00,121.483532,31.226253,上海市,黄浦区,B0JRLCA3FX,试点地区搜索
安肯心理咨询(松江旗舰店),心理咨询中心,九峰路88号平高广场1502,4000520088,4.2,10:00-21:00,121.230730,31.016062,上海市,松江区,B0LGBC5LV0,试点地区搜索
大鱼心理咨询工作室(静安寺店),心理咨询中心,武定路327号1号楼1302,17765160712,4.2,09:00-21:00,121.454409,31.234339,上海市,静安区,B0FFLJ3G2L,试点地区搜索
上海然梅健康,其他,定边路35号1601-1603室,021-60139617;13391318750;13916011309,,09:30-19:00,121.361627,31.256664,上海市,嘉定区,B0LGZ7TNTL,试点地区搜索
万心Talktime心理咨询(静安店),心理咨询中心,余姚路288号汇智创意园1号楼228室(近13号线长寿路1号口),15317081169,4.1,09:00-21:00,121.438610,31.235918,上海市,静安区,B0HD7SOLGD,试点地区搜索
思睿明心理,其他,双峰北路1号2楼(上海体育场地铁站2号口步行420米),18917008432,4.5,09:00-19:00,121.446132,31.188707,上海市,徐汇区,B0HU3UY9LF,试点地区搜索
育来心理咨询中心,心理咨询中心,春东路508号E栋102,15801914169,4.2,09:00-20:00,121.389170,31.086647,上海市,闵行区,B0JD79EPVV,试点地区搜索
爱归心理,其他,闵虹路166弄T3-815室,021-64198171,4.0,24小时营业,121.395716,31.130872,上海市,闵行区,B0J1C7GTNM,试点地区搜索
德瑞姆心理咨询师培训(培训中心),心理咨询中心,南京东路街道广东路500号世界贸易大厦8层,17302176439,4.2,24小时营业,121.481801,31.232557,上海市,黄浦区,B0FFHET37C,试点地区搜索
橙禾澄心临床心理诊所 Mindspring Clinic,其他,凯旋路1398号长宁国际T10栋204-205,021-52655020,,10:00-18:00,121.421330,31.199781,上海市,长宁区,B0J3ZSXPQQ,试点地区搜索
上海市长宁向日葵心理服务中心,其他,长宁路1188弄(圣约瀚名邸)8号楼1楼东侧会所(近地铁3、4号线4号口),021-52980502;19946184698,4.1,09:00-18:00,121.414476,31.218759,上海市,长宁区,B0GK7SZGOE,试点地区搜索
上海市精神卫生研究所,其他,上海市精神卫生中心1号楼,,,,121.448025,31.187275,上海市,徐汇区,B00155AALF,试点地区搜索
上海市心理咨询与诊疗中心,心理咨询中心,零陵路604号(上海体育场地铁站2号口步行430米),,4.5,,121.447860,31.187810,上海市,徐汇区,B00155MMR4,试点地区搜索
睿灵心理咨询中心,心理咨询中心,龙华西路585号华富大厦18层1803室,021-60529966;18930306565,3.9,24小时营业,121.441470,31.177058,上海市,徐汇区,B0FFFA77K8,试点地区搜索
上海微光烁心理咨询中心,心理咨询中心,集心路168号梅美商务园区2号楼518室,021-51095801,4.0,09:00-21:00,121.414238,31.106786,上海市,闵行区,B0JAP73GMV,试点地区搜索
墨缇斯心理咨询与发展中心,心理咨询中心,上海市闵行区 七宝镇七莘路3088号,17317225873,4.2,11:00-20:00,121.347723,31.157008,上海市,闵行区,B0K1BAWDEZ,试点地区搜索
协瑷婚姻情感心理咨询中心,心理咨询中心,沪太路1717号山海大厦2楼257室,19921453679,3.7,08:00-22:00,121.421465,31.286112,上海市,宝山区,B0J1GM918U,试点地区搜索
里智心理咨询中心(精卫中心店),心理咨询中心,零陵路585号爱邦大厦4F,17521011398,3.7,09:00-21:00,121.447725,31.187725,上海市,徐汇区,B0GKSYHQII,试点地区搜索
晓霆心理(静安中心),其他,灵石路697号健康智谷12号楼203,,3.9,,121.447599,31.284823,上海市,静安区,B0KGJR984N,试点地区搜索
睿心心理咨询青少年心理服务中心,心理咨询中心,中谊路1215号5层A-15室,13636676655,3.8,08:00-20:00,121.347774,31.135829,上海市,闵行区,B0JGMC31PX,试点地区搜索
仁卅·心璞心理咨询中心,心理咨询中心,联航路1505弄复地浦江中心3号楼203室,021-34789160,4.1,10:00-19:00,121.519021,31.076610,上海市,闵行区,B0FFK26SOH,试点地区搜索
上海新生心理危机干预中心,危机干预中心,冠生园路231号509室,021-52525225;15000878886,3.6,09:00-21:00,121.426717,31.162856,上海市,徐汇区,B0FFIBK345,试点地区搜索
周家桥街道认知症干预中心,其他,安化路与凯旋路交叉口西南120米,,2.2,,121.416398,31.213943,上海市,长宁区,B0L3H7B5I7,试点地区搜索
学建早期干预中心,其他,真南路209弄19-20号,,4.1,,121.395258,31.268931,上海市,普陀区,B0LRJZH6HS,试点地区搜索
爱知里认知干预中心,其他,协和路一号金庭庄园北一楼(庄园大门右转),4008289903,4.2,,121.356849,31.204735,上海市,长宁区,B0JKGA20WD,试点地区搜索
高桥镇预防和减少犯罪危机干预工作室,危机干预中心,春阳路与张杨北路交叉口东北100米,,,,121.580353,31.339076,上海市,浦东新区,B0FFF00KUB,试点地区搜索
青青脊柱·青少年脊柱侧弯干预中心,其他,长海路359号,,4.3,,121.526462,31.309816,上海市,杨浦区,B0KUD7XSFW,试点地区搜索
中科特膳减重与营养干预中心,其他,鹿溪路与花苑路交叉口南20米,,,,121.696436,31.117644,上海市,浦东新区,B0L219UMDE,试点地区搜索
培智英学能运动中心,其他,城桥镇八一路680号,19512388424,4.3,08:30-20:00,121.398220,31.629456,上海市,崇明区,B0JBPL9ZEV,试点地区搜索
重庆市精神卫生中心,精神专科医院,金紫山102号,023-67511695,,09:00-18:00,106.530579,29.593684,重庆市,两江新区,B00170BECF,试点地区搜索
重庆市第十一人民医院,其他,梨高路1号,023-65371479,,,106.445220,29.539628,重庆市,沙坪坝区,B0FFK2MUTG,试点地区搜索
重庆华肤皮肤病医院,其他,石杨路196-200号,15523224698,3.4,24小时营业,106.489595,29.518316,重庆市,九龙坡区,B0H26U1XUZ,试点地区搜索
